file,before,after
src/content/editorial/products/rfid-wristbands/pvc-rfid-wristband.json,,"""reviewedBy"": ""Proud Tek RF / Production Engineering"""
src/content/editorial/products/rfid-wristbands/rfid-adjustable-silicone-wristband.json,"""authorSlug"": ""peter-zhang"",","""authorSlug"": ""editorial-board"","
src/content/editorial/products/rfid-wristbands/rfid-adjustable-silicone-wristband.json,"""reviewedBySlug"": ""nancy-wu"",","""reviewedBySlug"": ""proudtek-engineering"","
src/content/editorial/products/rfid-wristbands/rfid-adjustable-silicone-wristband.json,"""reviewedAt"": ""2026-03-03""","""reviewedAt"": ""2026-03-03"","
src/content/editorial/products/rfid-wristbands/rfid-adjustable-silicone-wristband.json,,"""author"": ""Proud Tek Editorial Team"","
src/content/editorial/products/rfid-wristbands/rfid-adjustable-silicone-wristband.json,,"""reviewedBy"": ""Proud Tek RF / Production Engineering"""
src/content/editorial/products/rfid-wristbands/rfid-child-wristband.json,"""MOQ 200 silicone (multi-month / season-pass / member tier); MOQ 200 fabric or Tyvek (event / programme / camp single-day); lead time 12-15 business days for silicone, 10-14 for Tyvek, 15-20 for sublimation fabric."",","""MOQ 500 silicone (multi-month / season-pass / member tier); MOQ 500 fabric or Tyvek (event / programme / camp single-day); lead time 12-15 business days for silicone, 10-14 for Tyvek, 15-20 for sublimation fabric."","
src/content/editorial/products/rfid-wristbands/rfid-child-wristband.json,"""answer"": ""Silicone child wristbands with tamper-resistant closure: MOQ 200, lead time 12-15 business days. Tyvek disposable child bands: MOQ 200, lead time 10-14 business days. Sublimation fabric for multi-day camping / school field trip: MOQ 200, lead time 15-20 business days. Custom child-friendly designs with venue branding included within standard lead time. Volume pricing at larger quantities for seasonal operations — 8-10 weeks ahead of season opening for guaranteed delivery on bulk orders.""","""answer"": ""Silicone child wristbands with tamper-resistant closure: MOQ 500, lead time 12-15 business days. Tyvek disposable child bands: MOQ 500, lead time 10-14 business days. Sublimation fabric for multi-day camping / school field trip: MOQ 200, lead time 15-20 business days. Custom child-friendly designs with venue branding included within standard lead time. Volume pricing at larger quantities for seasonal operations — 8-10 weeks ahead of season opening for guaranteed delivery on bulk orders."""
src/content/editorial/products/rfid-wristbands/rfid-child-wristband.json,"""authorSlug"": ""peter-zhang"",","""authorSlug"": ""editorial-board"","
src/content/editorial/products/rfid-wristbands/rfid-child-wristband.json,"""reviewedBySlug"": ""nancy-wu"",","""reviewedBySlug"": ""proudtek-engineering"","
src/content/editorial/products/rfid-wristbands/rfid-child-wristband.json,"""reviewedAt"": ""2025-12-09""","""reviewedAt"": ""2025-12-09"","
src/content/editorial/products/rfid-wristbands/rfid-child-wristband.json,,"""author"": ""Proud Tek Editorial Team"","
src/content/editorial/products/rfid-wristbands/rfid-child-wristband.json,,"""reviewedBy"": ""Proud Tek RF / Production Engineering"""
src/content/editorial/products/rfid-wristbands/rfid-nylon-wristband.json,"""authorSlug"": ""nancy-wu"",","""authorSlug"": ""editorial-board"","
src/content/editorial/products/rfid-wristbands/rfid-nylon-wristband.json,"""reviewedBySlug"": ""peter-zhang"",","""reviewedBySlug"": ""proudtek-engineering"","
src/content/editorial/products/rfid-wristbands/rfid-nylon-wristband.json,"""reviewedAt"": ""2026-04-20""","""reviewedAt"": ""2026-04-20"","
src/content/editorial/products/rfid-wristbands/rfid-nylon-wristband.json,,"""author"": ""Proud Tek Editorial Team"","
src/content/editorial/products/rfid-wristbands/rfid-nylon-wristband.json,,"""reviewedBy"": ""Proud Tek RF / Production Engineering"""
src/content/editorial/products/rfid-wristbands/rfid-prison-wristband.json,"""authorSlug"": ""peter-zhang"",","""authorSlug"": ""editorial-board"","
src/content/editorial/products/rfid-wristbands/rfid-prison-wristband.json,"""reviewedBySlug"": ""nancy-wu"",","""reviewedBySlug"": ""proudtek-engineering"","
src/content/editorial/products/rfid-wristbands/rfid-prison-wristband.json,"""reviewedAt"": ""2026-04-19""","""reviewedAt"": ""2026-04-19"","
src/content/editorial/products/rfid-wristbands/rfid-prison-wristband.json,,"""author"": ""Proud Tek Editorial Team"","
src/content/editorial/products/rfid-wristbands/rfid-prison-wristband.json,,"""reviewedBy"": ""Proud Tek RF / Production Engineering"""
src/content/editorial/products/rfid-wristbands/rfid-tyvek-wristband.json,"""authorSlug"": ""nancy-wu"",","""authorSlug"": ""editorial-board"","
src/content/editorial/products/rfid-wristbands/rfid-tyvek-wristband.json,"""reviewedBySlug"": ""peter-zhang"",","""reviewedBySlug"": ""proudtek-engineering"","
src/content/editorial/products/rfid-wristbands/rfid-tyvek-wristband.json,"""reviewedAt"": ""2026-01-12""","""reviewedAt"": ""2026-01-12"","
src/content/editorial/products/rfid-wristbands/rfid-tyvek-wristband.json,,"""author"": ""Proud Tek Editorial Team"","
src/content/editorial/products/rfid-wristbands/rfid-tyvek-wristband.json,,"""reviewedBy"": ""Proud Tek RF / Production Engineering"""
src/content/editorial/products/rfid-wristbands/rfid-vinyl-wristband.json,"""text"": ""USD 0.30–0.70 /band @ 500+ (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day.""","""text"": ""USD 0.30–0.70 /band @ 500+ (indicative FOB Shenzhen range, as of Q3 2026) — written quote within 24-48 hours."""
src/content/editorial/products/rfid-wristbands/rfid-vinyl-wristband.json,"""authorSlug"": ""peter-zhang"",","""authorSlug"": ""editorial-board"","
src/content/editorial/products/rfid-wristbands/rfid-vinyl-wristband.json,"""reviewedBySlug"": ""nancy-wu"",","""reviewedBySlug"": ""proudtek-engineering"","
src/content/editorial/products/rfid-wristbands/rfid-vinyl-wristband.json,"""reviewedAt"": ""2026-02-12""","""reviewedAt"": ""2026-02-12"","
src/content/editorial/products/rfid-wristbands/rfid-vinyl-wristband.json,,"""author"": ""Proud Tek Editorial Team"","
src/content/editorial/products/rfid-wristbands/rfid-vinyl-wristband.json,,"""reviewedBy"": ""Proud Tek RF / Production Engineering"""
src/content/editorial/products/rfid-wristbands/rfid-waterpark-wristband.json,"""authorSlug"": ""peter-zhang"",","""authorSlug"": ""editorial-board"","
src/content/editorial/products/rfid-wristbands/rfid-waterpark-wristband.json,"""reviewedBySlug"": ""nancy-wu"",","""reviewedBySlug"": ""proudtek-engineering"","
src/content/editorial/products/rfid-wristbands/rfid-waterpark-wristband.json,"""reviewedAt"": ""2025-12-16""","""reviewedAt"": ""2025-12-16"","
src/content/editorial/products/rfid-wristbands/rfid-waterpark-wristband.json,,"""author"": ""Proud Tek Editorial Team"","
src/content/editorial/products/rfid-wristbands/rfid-waterpark-wristband.json,,"""reviewedBy"": ""Proud Tek RF / Production Engineering"""
src/content/editorial/products/rfid-wristbands/rfid-wristband-qr-nfc.json,"""summary"": ""Hybrid RFID wristbands pair an embedded 13.56 MHz NFC chip with a printed QR code, giving one credential two independent reader paths. If NFC has trouble at a specific gate, staff scan the QR rail instead — and vice versa. The QR code follows ISO/IEC 18004 with error-correction level Q (~25% recovery), the typical outdoor specification. Substrate options span Tyvek, silicone, fabric, and PVC at MOQ 200."",","""summary"": ""Hybrid RFID wristbands pair an embedded 13.56 MHz NFC chip with a printed QR code, giving one credential two independent reader paths. If NFC has trouble at a specific gate, staff scan the QR rail instead — and vice versa. The QR code follows ISO/IEC 18004 with error-correction level Q (~25% recovery), the typical outdoor specification. Substrate options span Tyvek, silicone, fabric, and PVC at MOQ 500."","
src/content/editorial/products/rfid-wristbands/rfid-wristband-qr-nfc.json,"""answer"": ""MOQ varies by substrate: silicone 200, fabric 500, Tyvek 1,000, PVC 500. Standard custom-print lead times are 10-21 business days from artwork approval depending on substrate. Custom branding, Pantone colour matching, and NFC + QR encoding are included in the quote. Sample run before bulk commit at no extra charge. Bulk pricing tiers at 5,000 / 10,000 / 50,000+ quantities.""","""answer"": ""MOQ varies by substrate: silicone 500, fabric 500, Tyvek 1,000, PVC 500. Standard custom-print lead times are 10-21 business days from artwork approval depending on substrate. Custom branding, Pantone colour matching, and NFC + QR encoding are included in the quote. Sample run before bulk commit at no extra charge. Bulk pricing tiers at 5,000 / 10,000 / 50,000+ quantities."""
src/content/editorial/products/rfid-wristbands/rfid-wristband-qr-nfc.json,"""authorSlug"": ""peter-zhang"",","""authorSlug"": ""editorial-board"","
src/content/editorial/products/rfid-wristbands/rfid-wristband-qr-nfc.json,"""reviewedBySlug"": ""nancy-wu"",","""reviewedBySlug"": ""proudtek-engineering"","
src/content/editorial/products/rfid-wristbands/rfid-wristband-qr-nfc.json,"""reviewedAt"": ""2025-12-28""","""reviewedAt"": ""2025-12-28"","
src/content/editorial/products/rfid-wristbands/rfid-wristband-qr-nfc.json,,"""author"": ""Proud Tek Editorial Team"","
src/content/editorial/products/rfid-wristbands/rfid-wristband-qr-nfc.json,,"""reviewedBy"": ""Proud Tek RF / Production Engineering"""
src/content/editorial/products/rfid-wristbands/silicone-wristband-mifare-classic.json,"""MOQ 200 silicone with custom colour and debossed logo; lead time 12-15 business days; samples available before bulk commit."",","""MOQ 500 silicone with custom colour and debossed logo; lead time 12-15 business days; samples available before bulk commit."","
src/content/editorial/products/rfid-wristbands/silicone-wristband-mifare-classic.json,"""answer"": ""MOQ 200 silicone with custom Pantone colour and debossed logo; lead time 12-15 business days. Closed-loop / closure variant changes do not change the MOQ; chip-family change (Classic → DESFire EV3) does not change lead time. Per-band cost lands USD 0.55-1.40 at 1k-10k units depending on chip family, closure, and finish complexity. Samples available before bulk commit at no extra charge.""","""answer"": ""MOQ 500 silicone with custom Pantone colour and debossed logo; lead time 12-15 business days. Closed-loop / closure variant changes do not change the MOQ; chip-family change (Classic → DESFire EV3) does not change lead time. Per-band cost lands USD 0.55-1.40 at 1k-10k units depending on chip family, closure, and finish complexity. Samples available before bulk commit at no extra charge."""
src/content/editorial/products/rfid-wristbands/silicone-wristband-mifare-classic.json,"""authorSlug"": ""peter-zhang"",","""authorSlug"": ""editorial-board"","
src/content/editorial/products/rfid-wristbands/silicone-wristband-mifare-classic.json,"""reviewedBySlug"": ""nancy-wu"",","""reviewedBySlug"": ""proudtek-engineering"","
src/content/editorial/products/rfid-wristbands/silicone-wristband-mifare-classic.json,"""reviewedAt"": ""2026-02-05""","""reviewedAt"": ""2026-02-05"","
src/content/editorial/products/rfid-wristbands/silicone-wristband-mifare-classic.json,,"""author"": ""Proud Tek Editorial Team"","
src/content/editorial/products/rfid-wristbands/silicone-wristband-mifare-classic.json,,"""reviewedBy"": ""Proud Tek RF / Production Engineering"""
src/content/editorial/products/rfid-wristbands/uhf-rfid-wristband.json,"""text"": ""MOQ 200 silicone, 300 dual-frequency UHF + NFC; lead time 12-15 business days standard, 15-18 days with dual-frequency or custom-colour silicone. Per-band cost lands at USD 0.55-1.20 for printed silicone at 1,000-10,000 units; Tyvek disposables in the USD 0.20-0.40 band; printed read-range test report bundled with the order at no charge.""","""text"": ""MOQ 500 silicone, 300 dual-frequency UHF + NFC; lead time 12-15 business days standard, 15-18 days with dual-frequency or custom-colour silicone. Per-band cost lands at USD 0.55-1.20 for printed silicone at 1,000-10,000 units; Tyvek disposables in the USD 0.20-0.40 band; printed read-range test report bundled with the order at no charge."""
src/content/editorial/products/rfid-wristbands/uhf-rfid-wristband.json,"""answer"": ""UHF silicone wristbands: MOQ 200, lead time 12-15 business days. Dual-frequency (UHF + NFC) silicone: MOQ 300, lead time 15-18 business days. Tyvek UHF wristbands: MOQ 1,000, lead time 10-12 business days. Custom-coloured silicone with logo silkscreen / debossing / pad-print / laser engraving: add 2-3 business days. Read-range test report bundled with every order at no extra cost.""","""answer"": ""UHF silicone wristbands: MOQ 500, lead time 12-15 business days. Dual-frequency (UHF + NFC) silicone: MOQ 300, lead time 15-18 business days. Tyvek UHF wristbands: MOQ 1,000, lead time 10-12 business days. Custom-coloured silicone with logo silkscreen / debossing / pad-print / laser engraving: add 2-3 business days. Read-range test report bundled with every order at no extra cost."""
src/content/editorial/products/rfid-wristbands/uhf-rfid-wristband.json,"""authorSlug"": ""peter-zhang"",","""authorSlug"": ""editorial-board"","
src/content/editorial/products/rfid-wristbands/uhf-rfid-wristband.json,"""reviewedBySlug"": ""nancy-wu"",","""reviewedBySlug"": ""proudtek-engineering"","
src/content/editorial/products/rfid-wristbands/uhf-rfid-wristband.json,"""reviewedAt"": ""2026-03-26""","""reviewedAt"": ""2026-03-26"","
src/content/editorial/products/rfid-wristbands/uhf-rfid-wristband.json,,"""author"": ""Proud Tek Editorial Team"","
src/content/editorial/products/rfid-wristbands/uhf-rfid-wristband.json,,"""reviewedBy"": ""Proud Tek RF / Production Engineering"""
src/content/editorial/research/2026-rfid-industry-adoption-index.json,"""authorSlug"": ""peter-zhang"",","""authorSlug"": ""editorial-board"","
src/content/editorial/research/2026-rfid-industry-adoption-index.json,"""author"": ""Peter Zhang"",","""author"": ""Proud Tek Editorial Team"","
src/content/editorial/research/2026-rfid-industry-adoption-index.json,"""reviewedBySlug"": ""nancy-wu"",","""reviewedBySlug"": ""proudtek-engineering"","
src/content/editorial/research/2026-rfid-industry-adoption-index.json,"""reviewedBy"": ""Peter Zhang"",","""reviewedBy"": ""Proud Tek RF / Production Engineering"","
src/content/editorial/research/_pillar.json,"""authorSlug"": ""peter-zhang"",","""authorSlug"": ""editorial-board"","
src/content/editorial/research/_pillar.json,"""author"": ""Peter Zhang"",","""author"": ""Proud Tek Editorial Team"","
src/content/editorial/research/_pillar.json,"""reviewedBySlug"": ""nancy-wu"",","""reviewedBySlug"": ""proudtek-engineering"","
src/content/editorial/research/_pillar.json,"""reviewedBy"": ""Peter Zhang"",","""reviewedBy"": ""Proud Tek RF / Production Engineering"","
src/content/editorial/research/_pillar.json,"""answer"": ""Proud Tek funds the program in-house. We do not accept sponsored research from RFID hardware peers, integrators, or end-user clients, and we do not run paid placements inside published findings. The cost (under USD 30,000 per flagship study, dominated by third-party panel fees and statistician time) is treated as marketing R&D. Funding transparency is published in the methodology appendix of every report.""","""answer"": ""Proud Tek funds the program itself. We do not accept sponsored research from RFID hardware peers, integrators, or end-user clients, and we do not run paid placements inside published findings. The cost (under USD 30,000 per flagship study, dominated by third-party panel fees and statistician time) is treated as marketing R&D. Funding transparency is published in the methodology appendix of every report."""
src/content/editorial/resources/_pillar.json,"""authorSlug"": ""peter-zhang"",","""authorSlug"": ""editorial-board"","
