file,commit,before,after
src/content/editorial/products/rfid-tags/rfid-nail-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.45–0.95 @ 1k · 0.28–0.55 @ 10k (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.45–0.95 @ 1k · 0.28–0.55 @ 10k (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-tags/rfid-oil-gas-pipe-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-tags/rfid-oil-gas-pipe-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.60–2.50 /pc by size (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.60–2.50 /pc by size (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-tags/rfid-parking-token.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-tags/rfid-parking-token.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.20–0.45 /pc @ 5k+ (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.20–0.45 /pc @ 5k+ (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-tags/rfid-pcb-screw-mount-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-tags/rfid-pcb-screw-mount-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.60–2.50 /pc by size (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.60–2.50 /pc by size (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-tags/rfid-pcb-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-tags/rfid-pcb-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.60–2.50 /pc by size (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.60–2.50 /pc by size (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-tags/rfid-pps-laundry-chip.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-tags/rfid-pps-laundry-chip.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.25–0.80 /pc by form (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.25–0.80 /pc by form (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-tags/rfid-race-timing-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-tags/rfid-race-timing-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.08–0.25 /pc @ 10k+ (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.08–0.25 /pc @ 10k+ (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-tags/rfid-screw-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-tags/rfid-screw-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.45–0.95 @ 1k · 0.28–0.55 @ 10k (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.45–0.95 @ 1k · 0.28–0.55 @ 10k (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-tags/rfid-silicone-flexible-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-tags/rfid-silicone-flexible-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.25–0.80 /pc by form (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.25–0.80 /pc by form (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-tags/rfid-surgical-instrument-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-tags/rfid-surgical-instrument-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 1.00–3.00 /pc @ 1k+ (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 1.00–3.00 /pc @ 1k+ (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-tags/rfid-tamper-seal-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-tags/rfid-tamper-seal-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.45–0.95 @ 1k · 0.28–0.55 @ 10k (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.45–0.95 @ 1k · 0.28–0.55 @ 10k (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-tags/rfid-temperature-sensor-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""modifiedAt"": ""2026-06-10T17:00:00Z"",","""modifiedAt"": ""2026-06-11"","
src/content/editorial/products/rfid-tags/rfid-textile-laundry-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-tags/rfid-textile-laundry-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.25–0.80 /pc by form (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.25–0.80 /pc by form (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-tags/rfid-tire-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""modifiedAt"": ""2026-06-10T17:00:00Z"",","""modifiedAt"": ""2026-06-11"","
src/content/editorial/products/rfid-tags/rfid-tool-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-tags/rfid-tool-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.60–2.50 /pc by size (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.60–2.50 /pc by size (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-tags/rfid-tool-tracking-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-tags/rfid-tool-tracking-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.60–2.50 /pc by size (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.60–2.50 /pc by size (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-tags/rfid-tree-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-tags/rfid-tree-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.45–0.95 @ 1k · 0.28–0.55 @ 10k (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.45–0.95 @ 1k · 0.28–0.55 @ 10k (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-tags/rfid-valve-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-tags/rfid-valve-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.60–2.50 /pc by size (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.60–2.50 /pc by size (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-tags/rfid-waste-bin-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""modifiedAt"": ""2026-06-10T17:00:00Z"",","""modifiedAt"": ""2026-06-11"","
src/content/editorial/products/rfid-tags/rfid-waste-bin-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-tags/rfid-waste-bin-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 1.00–3.00 /pc @ 1k+ (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 1.00–3.00 /pc @ 1k+ (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-tags/rfid-weapon-tracking-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-tags/rfid-weapon-tracking-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.60–2.50 /pc by size (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.60–2.50 /pc by size (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
src/content/editorial/products/rfid-tags/rfid-wedge-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""label"": ""Typical pricing"",","""label"": ""Indicative pricing"","
src/content/editorial/products/rfid-tags/rfid-wedge-tag.json,"203e07e content(products): label price ranges as indicative, fix MIFARE Classic launch year, repair inverted modifiedAt","""text"": ""USD 0.45–0.95 @ 1k · 0.28–0.55 @ 10k (typical FOB Shenzhen range) — firm quote in one business day.""","""text"": ""USD 0.45–0.95 @ 1k · 0.28–0.55 @ 10k (indicative FOB Shenzhen range, as of Q3 2026) — firm quote in one business day."""
